chr1	0	167280
chr1	217280	257582
chr1	307582	461231
chr1	511231	2624080
chr1	2674080	3835128
chr1	3895128	5335220
chr1	5385220	12975585
chr1	13025585	13142499
chr1	13192499	13429749
chr1	13479749	16998245
chr1	17048245	29750669
chr1	29800669	103636494
chr1	103686494	103843838
chr1	103893838	120498679
chr1	120548679	120738218
chr1	120788218	121186957
chr1	141476957	141672545
chr1	141722545	141909284
chr1	141959284	142134339
chr1	142184339	142386048
chr1	142436048	142562525
chr1	142612525	142807140
chr1	142857140	142935838
chr1	142985838	143113101
chr1	143163101	143333770
chr1	143383770	143422081
chr1	143522081	144544475
chr1	144594475	144876007
chr1	144926007	146492662
chr1	146542662	146727982
chr1	146777982	146950771
chr1	147000771	147221084
chr1	147271084	147726269
chr1	147776269	204189330
chr1	204239330	204498844
chr1	204548844	221814469
chr1	221864469	233258834
chr1	233308834	246974833
chr1	247024833	247199719
chr10	50000	5627110
chr10	5677110	18014681
chr10	18064681	37452179
chr10	37452180	38858841
chr10	38908841	39194941
chr10	41674941	41866693
chr10	41916693	45746970
chr10	45896970	46849175
chr10	46999175	47262482
chr10	47412482	47575713
chr10	47725713	48715542
chr10	48865542	50807416
chr10	50857416	51068851
chr10	51118851	54570234
chr10	54570236	59697708
chr10	59697709	61152811
chr10	61152812	63991069
chr10	63991070	63991071
chr10	63991072	64010161
chr10	64010162	81231464
chr10	81241464	116055814
chr10	116055815	125859462
chr10	125909462	128606059
chr10	128656059	133271394
chr10	133281394	133527517
chr10	133577517	135374737
chr11	50000	1152759
chr11	1169335	50740429
chr11	50947429	51450781
chr11	54450781	68846377
chr11	68848982	69367726
chr11	69367826	69437111
chr11	69454899	87366026
chr11	87378026	95927232
chr11	95942794	134452384
chr12	16000	6780728
chr12	6780729	6780964
chr12	6780965	7059293
chr12	7132293	34747961
chr12	36142961	74791940
chr12	75041940	107857874
chr12	107914874	120449419
chr12	120449619	121006020
chr12	121156020	122494033
chr12	122494233	122526674
chr12	122526774	131272065
chr12	131317065	132289534
chr13	17918000	85658325
chr13	85708325	111151995
chr13	111551995	113373994
chr13	113473994	113658050
chr13	113758050	114127980
chr14	18070000	106360585
chr15	18260000	19663478
chr15	19763478	20097557
chr15	20197557	21066294
chr15	21116294	24687593
chr15	24731593	25169606
chr15	25270606	26378746
chr15	26478746	26896735
chr15	26996735	80616700
chr15	80676700	82775477
chr15	82835477	96345672
chr15	96367672	100338915
chr16	0	178082
chr16	178084	8576922
chr16	8594422	33930651
chr16	34030651	35143302
chr16	44943302	86946884
chr16	86966884	88822254
chr17	0	296854
chr17	343376	21507209
chr17	21607209	22187133
chr17	22287133	31699961
chr17	31799961	33429230
chr17	33529230	38601721
chr17	38701721	63495323
chr17	63585323	75058056
chr17	75211056	77314182
chr17	77379182	78654742
chr18	0	15400898
chr18	16764896	50313134
chr18	50360134	70434333
chr18	70462333	73850808
chr18	73872808	76117153
chr19	11000	7297004
chr19	7302004	8593198
chr19	8598198	24423622
chr19	32423622	63806651
chr2	0	1254071
chr2	1255071	3507187
chr2	3557187	4983316
chr2	5083316	16171403
chr2	16221403	21012571
chr2	21037571	31559054
chr2	31559055	31579443
chr2	31580294	31670331
chr2	31670332	31670358
chr2	31670359	31670362
